time,l_q0,l_q1,l_q2,l_q3,l_q4,l_q5,l_q6,r_q0,r_q1,r_q2,r_q3,r_q4,r_q5,r_q6,l_pose,r_pose
0.0,-0.17753322776954228,0.13338731663248726,-0.17688011009104,-1.6039981072975946,-0.059531968125126455,0.2632029042510977,0.6418515442381596,2.244366864093986,-10.975337062192402,2.0607660431187544,-106.53660765494189,-12.60938725035802,23.901791085332523,-33.392668493692696,"[[0.19265211933836607, 0.3030583947271104, -0.9332956499951465, 0.4159858822822571], [0.1534242110032109, 0.9301122749719233, 0.33369472190101457, 0.15549303591251373], [0.9691987269866166, -0.20747714411949136, 0.13269160589706358, -0.23090136051177979], [0.0, 0.0, 0.0, 1.0]]","[[0.09771124654002267, 0.06713698892138668, -0.9929477010488338, 0.36818385124206543], [-0.1951697641438877, 0.9796411566471501, 0.0470315571404258, -0.2451028972864151], [0.9758899914763005, 0.18919785654600713, 0.10882506887102056, -0.21004056930541992], [0.0, 0.0, 0.0, 1.0]]"
0.0039751529693603516,-0.17753322776954228,0.13338731663248726,-0.17688011009104,-1.6039981072975946,-0.059531968125126455,0.2632029042510977,0.6418515442381596,0.05434242397037625,-0.1924430364256482,0.025785244723606215,-1.8499339106799408,-0.20263349909225253,0.4162480084008078,-0.5953751381329354,"[[0.19659087957223176, 0.3012479559395362, -0.9330603919957529, 0.415871262550354], [0.1500068411020522, 0.9311867500569353, 0.332248678162889, 0.15565426647663116], [0.968942709189558, -0.20528250183747904, 0.13787356798076078, -0.23090386390686035], [0.0, 0.0, 0.0, 1.0]]","[[0.09404567009294806, 0.06983195823001814, -0.9931157583819369, 0.36783501505851746], [-0.19236710583277683, 0.9800127674934668, 0.050693906372636405, -0.24534155428409576], [0.9768061775655853, 0.1862752618024127, 0.10559932911791148, -0.20972561836242676], [0.0, 0.0, 0.0, 1.0]]"
0.007970571517944336,-0.17751900587353697,0.13375203501382993,-0.17652032087827774,-1.6058061910617534,-0.061065682711751224,0.270194918098575,0.6406827042173953,0.05550657684597171,-0.19224183242272863,0.02607864404594551,-1.8512859608496748,-0.20830239810533696,0.4148301709578901,-0.5902276398534129,"[[0.19659087957223176, 0.3012479559395362, -0.9330603919957529, 0.415871262550354], [0.1500068411020522, 0.9311867500569353, 0.332248678162889, 0.15565426647663116], [0.968942709189558, -0.20528250183747904, 0.13787356798076078, -0.23090386390686035], [0.0, 0.0, 0.0, 1.0]]","[[0.09404567009294806, 0.06983195823001814, -0.9931157583819369, 0.36783501505851746], [-0.19236710583277683, 0.9800127674934668, 0.050693906372636405, -0.24534155428409576], [0.9768061775655853, 0.1862752618024127, 0.10559932911791148, -0.20972561836242676], [0.0, 0.0, 0.0, 1.0]]"
0.012004852294921875,-0.17751900587353697,0.13375203501382993,-0.17652032087827774,-1.6058061910617534,-0.061065682711751224,0.270194918098575,0.6406827042173953,0.05550657684597171,-0.19224183242272863,0.02607864404594551,-1.8512859608496748,-0.20830239810533696,0.4148301709578901,-0.5902276398534129,"[[0.19659087957223176, 0.3012479559395362, -0.9330603919957529, 0.415871262550354], [0.1500068411020522, 0.9311867500569353, 0.332248678162889, 0.15565426647663116], [0.968942709189558, -0.20528250183747904, 0.13787356798076078, -0.23090386390686035], [0.0, 0.0, 0.0, 1.0]]","[[0.09404567009294806, 0.06983195823001814, -0.9931157583819369, 0.36783501505851746], [-0.19236710583277683, 0.9800127674934668, 0.050693906372636405, -0.24534155428409576], [0.9768061775655853, 0.1862752618024127, 0.10559932911791148, -0.20972561836242676], [0.0, 0.0, 0.0, 1.0]]"
0.016057252883911133,-0.17751900587353697,0.13375203501382993,-0.17652032087827774,-1.6058061910617534,-0.061065682711751224,0.270194918098575,0.6406827042173953,0.058829046880424674,-0.19222789574661237,0.02448759122482347,-1.849804973943367,-0.21018058745821838,0.410932047293872,-0.5863472770570523,"[[0.19993041251535432, 0.29828609601006884, -0.9333023278008644, 0.41613465547561646], [0.14896645181104826, 0.9322069147588741, 0.32984733485442613, 0.1563730388879776], [0.9684197573295718, -0.20497724996402228, 0.1419418916702178, -0.23158621788024902], [0.0, 0.0, 0.0, 1.0]]","[[0.0932171694397228, 0.0723825789055299, -0.9930112394090163, 0.36736077070236206], [-0.18858135612004073, 0.9805842279540807, 0.053774008699608855, -0.24652047455310822], [0.9776234609733812, 0.18225074528979016, 0.10505729101658601, -0.21067595481872559], [0.0, 0.0, 0.0, 1.0]]"
0.019977807998657227,-0.17758192086815683,0.13413468065658218,-0.1755718510759725,-1.6041236281562021,-0.061673630818697533,0.2731969054815018,0.6410359982756029,0.058829046880424674,-0.19222789574661237,0.02448759122482347,-1.849804973943367,-0.21018058745821838,0.410932047293872,-0.5863472770570523,"[[0.19993041251535432, 0.29828609601006884, -0.9333023278008644, 0.41613465547561646], [0.14896645181104826, 0.9322069147588741, 0.32984733485442613, 0.1563730388879776], [0.9684197573295718, -0.20497724996402228, 0.1419418916702178, -0.23158621788024902], [0.0, 0.0, 0.0, 1.0]]","[[0.09318684870839111, 0.07452135857717024, -0.992855869874179, 0.3669978380203247], [-0.1854173474434475, 0.9810496021673433, 0.056232422625505825, -0.2476699948310852], [0.9782313726797129, 0.1788525795260176, 0.10523847348785642, -0.21162641048431396], [0.0, 0.0, 0.0, 1.0]]"
0.02399444580078125,-0.17761177177632792,0.13431521475869257,-0.17487777309577712,-1.6018009954889538,-0.06099182608398118,0.27303166917950605,0.6418139677422843,0.06170106045220969,-0.1923102041354796,0.022758440954555148,-1.8480594894557303,-0.21088490936516552,0.4076703103008914,-0.5835857751658405,"[[0.2011271433887376, 0.2958548587144167, -0.9338189196880512, 0.4164344370365143], [0.14967378499553935, 0.9328238338499737, 0.3277765291880217, 0.15700842440128326], [0.9680628235178724, -0.2056929691956181, 0.14333447647406827, -0.232214093208313], [0.0, 0.0, 0.0, 1.0]]","[[0.09318684870839111, 0.07452135857717024, -0.992855869874179, 0.3669978380203247], [-0.1854173474434475, 0.9810496021673433, 0.056232422625505825, -0.2476699948310852], [0.9782313726797129, 0.1788525795260176, 0.10523847348785642, -0.21162641048431396], [0.0, 0.0, 0.0, 1.0]]"
0.02797555923461914,-0.17761177177632792,0.13431521475869257,-0.17487777309577712,-1.6018009954889538,-0.06099182608398118,0.27303166917950605,0.6418139677422843,0.06170106045220969,-0.1923102041354796,0.022758440954555148,-1.8480594894557303,-0.21088490936516552,0.4076703103008914,-0.5835857751658405,"[[0.20091908490450755, 0.2944415542506601, -0.9343102763277257, 0.41671401262283325], [0.1515817145449554, 0.932927463034644, 0.32660271360072096, 0.1575988531112671], [0.9678091263967018, -0.20724507194671354, 0.1428109765286079, -0.23273849487304688], [0.0, 0.0, 0.0, 1.0]]","[[0.09137027853967167, 0.07587332080287992, -0.992922308838877, 0.36680522561073303], [-0.18225952658893632, 0.9815246638206001, 0.058230569973467844, -0.24887774884700775], [0.9789958820991842, 0.17564900655056773, 0.10351081745710916, -0.2123701572418213], [0.0, 0.0, 0.0, 1.0]]"
0.03200387954711914,-0.177484093997617,0.13449112851929668,-0.1741424760472432,-1.5993052430372026,-0.0602810583539472,0.2704271632243396,0.6432137564201941,0.06170106045220969,-0.1923102041354796,0.022758440954555148,-1.8480594894557303,-0.21088490936516552,0.4076703103008914,-0.5835857751658405,"[[0.20091908490450755, 0.2944415542506601, -0.9343102763277257, 0.41671401262283325], [0.1515817145449554, 0.932927463034644, 0.32660271360072096, 0.1575988531112671], [0.9678091263967018, -0.20724507194671354, 0.1428109765286079, -0.23273849487304688], [0.0, 0.0, 0.0, 1.0]]","[[0.09137027853967167, 0.07587332080287992, -0.992922308838877, 0.36680522561073303], [-0.18225952658893632, 0.9815246638206001, 0.058230569973467844, -0.24887774884700775], [0.9789958820991842, 0.17564900655056773, 0.10351081745710916, -0.2123701572418213], [0.0, 0.0, 0.0, 1.0]]"
0.036170244216918945,-0.177484093997617,0.13449112851929668,-0.1741424760472432,-1.5993052430372026,-0.0602810583539472,0.2704271632243396,0.6432137564201941,0.06412541472507494,-0.19252165363624973,0.020752126867604304,-1.8457487789113975,-0.21151568632775503,0.4023838678698646,-0.5810922989938708,"[[0.20154888241632946, 0.2940006356630724, -0.9343134774937362, 0.4169675409793854], [0.15438633040129207, 0.9324292460584833, 0.3267117415705036, 0.15818102657794952], [0.9672346711020815, -0.21009361562055576, 0.14254039319971895, -0.2332308292388916], [0.0, 0.0, 0.0, 1.0]]","[[0.08927613919943561, 0.07470092939112426, -0.9932016623615494, 0.36709222197532654], [-0.1796057104492137, 0.982044032224469, 0.05771748042265134, -0.25010499358177185], [0.9796793147472678, 0.17323189637133285, 0.1010898132153562, -0.2129276990890503], [0.0, 0.0, 0.0, 1.0]]"
0.03992319107055664,-0.17733218435790032,0.13484726973108785,-0.17309598759723954,-1.5968822884673384,-0.06132795472609048,0.26748694424250274,0.6463278488972655,0.06510155088465952,-0.19314064653083207,0.017967154696003185,-1.8419463829375844,-0.20874170468196424,0.39553801825639856,-0.5807635119463742,"[[0.20154888241632946, 0.2940006356630724, -0.9343134774937362, 0.4169675409793854], [0.15438633040129207, 0.9324292460584833, 0.3267117415705036, 0.15818102657794952], [0.9672346711020815, -0.21009361562055576, 0.14254039319971895, -0.2332308292388916], [0.0, 0.0, 0.0, 1.0]]","[[0.08927613919943561, 0.07470092939112426, -0.9932016623615494, 0.36709222197532654], [-0.1796057104492137, 0.982044032224469, 0.05771748042265134, -0.25010499358177185], [0.9796793147472678, 0.17323189637133285, 0.1010898132153562, -0.2129276990890503], [0.0, 0.0, 0.0, 1.0]]"
0.0440065860748291,-0.17733218435790032,0.13484726973108785,-0.17309598759723954,-1.5968822884673384,-0.06132795472609048,0.26748694424250274,0.6463278488972655,0.06510155088465952,-0.19314064653083207,0.017967154696003185,-1.8419463829375844,-0.20874170468196424,0.39553801825639856,-0.5807635119463742,"[[0.20154888241632946, 0.2940006356630724, -0.9343134774937362, 0.4169675409793854], [0.15438633040129207, 0.9324292460584833, 0.3267117415705036, 0.15818102657794952], [0.9672346711020815, -0.21009361562055576, 0.14254039319971895, -0.2332308292388916], [0.0, 0.0, 0.0, 1.0]]","[[0.08927613919943561, 0.07470092939112426, -0.9932016623615494, 0.36709222197532654], [-0.1796057104492137, 0.982044032224469, 0.05771748042265134, -0.25010499358177185], [0.9796793147472678, 0.17323189637133285, 0.1010898132153562, -0.2129276990890503], [0.0, 0.0, 0.0, 1.0]]"
0.04803967475891113,-0.17733218435790032,0.13484726973108785,-0.17309598759723954,-1.5968822884673384,-0.06132795472609048,0.26748694424250274,0.6463278488972655,0.06510155088465952,-0.19314064653083207,0.017967154696003185,-1.8419463829375844,-0.20874170468196424,0.39553801825639856,-0.5807635119463742,"[[0.20154888241632946, 0.2940006356630724, -0.9343134774937362, 0.4169675409793854], [0.15438633040129207, 0.9324292460584833, 0.3267117415705036, 0.15818102657794952], [0.9672346711020815, -0.21009361562055576, 0.14254039319971895, -0.2332308292388916], [0.0, 0.0, 0.0, 1.0]]","[[0.08927613919943561, 0.07470092939112426, -0.9932016623615494, 0.36709222197532654], [-0.1796057104492137, 0.982044032224469, 0.05771748042265134, -0.25010499358177185], [0.9796793147472678, 0.17323189637133285, 0.1010898132153562, -0.2129276990890503], [0.0, 0.0, 0.0, 1.0]]"
0.05235791206359863,-0.17733218435790032,0.13484726973108785,-0.17309598759723954,-1.5968822884673384,-0.06132795472609048,0.26748694424250274,0.6463278488972655,0.06510155088465952,-0.19314064653083207,0.017967154696003185,-1.8419463829375844,-0.20874170468196424,0.39553801825639856,-0.5807635119463742,"[[0.20154888241632946, 0.2940006356630724, -0.9343134774937362, 0.4169675409793854], [0.15438633040129207, 0.9324292460584833, 0.3267117415705036, 0.15818102657794952], [0.9672346711020815, -0.21009361562055576, 0.14254039319971895, -0.2332308292388916], [0.0, 0.0, 0.0, 1.0]]","[[0.08927613919943561, 0.07470092939112426, -0.9932016623615494, 0.36709222197532654], [-0.1796057104492137, 0.982044032224469, 0.05771748042265134, -0.25010499358177185], [0.9796793147472678, 0.17323189637133285, 0.1010898132153562, -0.2129276990890503], [0.0, 0.0, 0.0, 1.0]]"
0.05601143836975098,-0.17743090110749238,0.13525772665702185,-0.17199196672088402,-1.5944543285722004,-0.06308022137158881,0.26667765754290773,0.6496821808131406,0.06510155088465952,-0.19314064653083207,0.017967154696003185,-1.8419463829375844,-0.20874170468196424,0.39553801825639856,-0.5807635119463742,"[[0.20390918900929494, 0.29290752833417444, -0.9341446475159703, 0.4172615110874176], [0.15655808898719611, 0.9321559159558879, 0.3264581337953105, 0.15879923105239868], [0.9663905046151109, -0.21281571416040793, 0.14421811396682022, -0.23383164405822754], [0.0, 0.0, 0.0, 1.0]]","[[0.08833710285029828, 0.06816709197802673, -0.9937554044287131, 0.3682878613471985], [-0.17681061122317523, 0.9828858844771496, 0.0517044084625133, -0.2512483596801758], [0.9802726988031969, 0.17113908281520757, 0.09887795666510568, -0.2130204439163208], [0.0, 0.0, 0.0, 1.0]]"
0.05998063087463379,-0.17743090110749238,0.13525772665702185,-0.17199196672088402,-1.5944543285722004,-0.06308022137158881,0.26667765754290773,0.6496821808131406,0.06307625644362913,-0.1946679574494672,0.01359543341669367,-1.836012706554604,-0.19807625470982343,0.38777139273068006,-0.583702353227458,"[[0.20390918900929494, 0.29290752833417444, -0.9341446475159703, 0.4172615110874176], [0.15655808898719611, 0.9321559159558879, 0.3264581337953105, 0.15879923105239868], [0.9663905046151109, -0.21281571416040793, 0.14421811396682022, -0.23383164405822754], [0.0, 0.0, 0.0, 1.0]]","[[0.08833710285029828, 0.06816709197802673, -0.9937554044287131, 0.3682878613471985], [-0.17681061122317523, 0.9828858844771496, 0.0517044084625133, -0.2512483596801758], [0.9802726988031969, 0.17113908281520757, 0.09887795666510568, -0.2130204439163208], [0.0, 0.0, 0.0, 1.0]]"
0.06409096717834473,-0.17743090110749238,0.13525772665702185,-0.17199196672088402,-1.5944543285722004,-0.06308022137158881,0.26667765754290773,0.6496821808131406,0.055581197165475604,-0.19696684661066088,0.010007429547054247,-1.8333923297749686,-0.19480357688117428,0.40499752013095525,-0.5900465590862737,"[[0.21112522298619946, 0.29005112735979555, -0.9334326348142855, 0.4173843264579773], [0.15868763972216132, 0.9321186471532807, 0.3255350374822154, 0.15957090258598328], [0.964491769388644, -0.21685287903657063, 0.15076622843035298, -0.23442065715789795], [0.0, 0.0, 0.0, 1.0]]","[[0.09681731327005272, 0.07669724728399727, -0.9923426525702833, 0.3701334595680237], [-0.18151457645031896, 0.9816667217391821, 0.058162754112135305, -0.25267496705055237], [0.9786106817254908, 0.17449349468935732, 0.10896400288106822, -0.21217834949493408], [0.0, 0.0, 0.0, 1.0]]"
0.06798911094665527,-0.17732533423857388,0.13610630609119578,-0.1703807518128455,-1.5939078174960564,-0.06716571712044933,0.27210475816621615,0.6556191076291349,0.055581197165475604,-0.19696684661066088,0.010007429547054247,-1.8333923297749686,-0.19480357688117428,0.40499752013095525,-0.5900465590862737,"[[0.21112522298619946, 0.29005112735979555, -0.9334326348142855, 0.4173843264579773], [0.15868763972216132, 0.9321186471532807, 0.3255350374822154, 0.15957090258598328], [0.964491769388644, -0.21685287903657063, 0.15076622843035298, -0.23442065715789795], [0.0, 0.0, 0.0, 1.0]]","[[0.09681731327005272, 0.07669724728399727, -0.9923426525702833, 0.3701334595680237], [-0.18151457645031896, 0.9816667217391821, 0.058162754112135305, -0.25267496705055237], [0.9786106817254908, 0.17449349468935732, 0.10896400288106822, -0.21217834949493408], [0.0, 0.0, 0.0, 1.0]]"
0.07197237014770508,-0.17732533423857388,0.13610630609119578,-0.1703807518128455,-1.5939078174960564,-0.06716571712044933,0.27210475816621615,0.6556191076291349,0.05589373321735058,-0.19806139904845388,0.0064106145950453275,-1.8306572108702688,-0.19858176607645822,0.41228173835308035,-0.589030686823757,"[[0.22150487985893658, 0.2828848016559511, -0.9332265411949833, 0.4177328050136566], [0.1600563317901959, 0.9334737535283926, 0.32094971900202857, 0.16100358963012695], [0.9619342799030218, -0.22046074586122485, 0.16149148795452845, -0.23567044734954834], [0.0, 0.0, 0.0, 1.0]]","[[0.1009684547577599, 0.08814819523351225, -0.9909769254734969, 0.3703526556491852], [-0.18120048817887946, 0.9810365363204867, 0.06880187125390051, -0.2551253139972687], [0.9782493313197643, 0.17261868404485403, 0.11502623914158411, -0.21300697326660156], [0.0, 0.0, 0.0, 1.0]]"
0.07596063613891602,-0.17733143702921073,0.1371386175688154,-0.16824281521832685,-1.5919766324573388,-0.0702827429873149,0.281581818852493,0.6615863786796876,0.05589373321735058,-0.19806139904845388,0.0064106145950453275,-1.8306572108702688,-0.19858176607645822,0.41228173835308035,-0.589030686823757,"[[0.22687693724992103, 0.27882974791313664, -0.9331563786540774, 0.41786131262779236], [0.16042294565261556, 0.9343547633968567, 0.31819122336378464, 0.1617056280374527], [0.9606202859882947, -0.2218899452347956, 0.16725285752855185, -0.2361924648284912], [0.0, 0.0, 0.0, 1.0]]","[[0.1009684547577599, 0.08814819523351225, -0.9909769254734969, 0.3703526556491852], [-0.18120048817887946, 0.9810365363204867, 0.06880187125390051, -0.2551253139972687], [0.9782493313197643, 0.17261868404485403, 0.11502623914158411, -0.21300697326660156], [0.0, 0.0, 0.0, 1.0]]"
0.07997465133666992,-0.17732347898132428,0.1376782141074382,-0.16722517146392057,-1.5916035261229533,-0.07157127041662553,0.28745976109145177,0.6643041024454928,0.05589373321735058,-0.19806139904845388,0.0064106145950453275,-1.8306572108702688,-0.19858176607645822,0.41228173835308035,-0.589030686823757,"[[0.22687693724992103, 0.27882974791313664, -0.9331563786540774, 0.41786131262779236], [0.16042294565261556, 0.9343547633968567, 0.31819122336378464, 0.1617056280374527], [0.9606202859882947, -0.2218899452347956, 0.16725285752855185, -0.2361924648284912], [0.0, 0.0, 0.0, 1.0]]","[[0.09999594243218979, 0.08782983659546842, -0.9911037944134367, 0.3702467679977417], [-0.1783366209049729, 0.9815479755389139, 0.06899000912926351, -0.25620603561401367], [0.9788753041839877, 0.16985138068050312, 0.11381409112949348, -0.2133617401123047], [0.0, 0.0, 0.0, 1.0]]"
