time,l_q0,l_q1,l_q2,l_q3,l_q4,l_q5,l_q6,r_q0,r_q1,r_q2,r_q3,r_q4,r_q5,r_q6,l_pose,r_pose
0.0,-0.16801552716109908,-0.2555937386608732,0.16629045724250274,-1.7019223769321723,-0.33763764078830844,0.4148054236814964,0.2451744523130955,-0.07199712703491375,0.27982707761311887,-0.29070267714385956,-1.9416489098450636,0.030874519861424407,0.5315133846622127,-0.2005932340398539,,
0.003992795944213867,-0.16767476180488236,-0.2557537283436788,0.16697853527511156,-1.702263256101888,-0.3389887099233547,0.4163609537129198,0.24765737935594148,-0.06724882836026753,0.2854510815166428,-0.2941281216163768,-1.9420732940907088,0.03796070498750889,0.5253001438872569,-0.21439577915564653,,
0.007992744445800781,-0.1676747620141445,-0.25575372823711984,0.16697853534999788,-1.702263256481794,-0.33898871025335975,0.41636095400749307,0.2476573798364088,-0.06825762255024781,0.2846056614719463,-0.29319316956807495,-1.9420459436151163,0.03551793113472043,0.5269226718445936,-0.21094761414149235,,
0.012115240097045898,-0.16751683166484715,-0.255728463323942,0.16748276046134825,-1.7026521502406864,-0.3401999927432288,0.41759846674272416,0.2495849344210481,-0.0670364638975417,0.28555745833628365,-0.294107381186882,-1.942160159151205,0.037831901541859836,0.5251788431445434,-0.21433330836606657,"[[0.1959826060432437, 0.3330923612376021, -0.9223016301696846, 0.40437549352645874], [0.11227257923090957, 0.9267343183545974, 0.3585503746151703, 0.14605669677257538], [0.9741589634558304, -0.17381881966288532, 0.14422666830258357, -0.2092043161392212], [0.0, 0.0, 0.0, 1.0]]","[[0.07738135319931005, 0.07951514264240345, -0.9938256729767057, 0.36726006865501404], [-0.2568141660118697, 0.9647669770855697, 0.057194091135358505, -0.22849684953689575], [0.9633579865826989, 0.25080275519963907, 0.09507558925191284, -0.17545437812805176], [0.0, 0.0, 0.0, 1.0]]"
0.01651787757873535,-0.1676747620141445,-0.25575372823711984,0.16697853534999796,-1.702263256481794,-0.338988710253359,0.41636095400749346,0.24765737983640843,-0.06564327608726878,0.2869176965702388,-0.29474208991700407,-1.9422192580469875,0.0373392126860673,0.5244717203005806,-0.21566945536256363,"[[0.1959826060432437, 0.3330923612376021, -0.9223016301696846, 0.40437549352645874], [0.11227257923090957, 0.9267343183545974, 0.3585503746151703, 0.14605669677257538], [0.9741589634558304, -0.17381881966288532, 0.14422666830258357, -0.2092043161392212], [0.0, 0.0, 0.0, 1.0]]","[[0.07738135319931005, 0.07951514264240345, -0.9938256729767057, 0.36726006865501404], [-0.2568141660118697, 0.9647669770855697, 0.057194091135358505, -0.22849684953689575], [0.9633579865826989, 0.25080275519963907, 0.09507558925191284, -0.17545437812805176], [0.0, 0.0, 0.0, 1.0]]"
0.024017810821533203,-0.16690508822299338,-0.2558395438480521,0.16773163674293745,-1.7022373476571795,-0.3403421764685043,0.4187433153302349,0.2503121655989985,-0.06564327608726878,0.2869176965702388,-0.294742089917004,-1.9422192580469875,0.03733921268606834,0.5244717203005802,-0.21566945536256332,"[[0.19680554344307555, 0.3277055177752626, -0.9240544744168079, 0.40409985184669495], [0.11302710500954595, 0.9286200911409533, 0.35339722673293406, 0.14660565555095673], [0.9739057714189997, -0.1739937353729002, 0.1457179757193614, -0.21060049533843994], [0.0, 0.0, 0.0, 1.0]]","[[0.07187746787698168, 0.08462647897445114, -0.9938168788403529, 0.36549893021583557], [-0.2568872418585938, 0.9643504870047732, 0.06353804516934282, -0.2288571447134018], [0.963764792146859, 0.25073192311718884, 0.09105453392378826, -0.17786967754364014], [0.0, 0.0, 0.0, 1.0]]"
0.028565168380737305,-0.165555609556842,-0.2559338137135927,0.16871403692308093,-1.701979716592868,-0.34037212731345107,0.4203762497971717,0.25192814677962466,-0.06025202534827085,0.2894562125377142,-0.2967899115463249,-1.9426334767081737,0.04016506183706253,0.5186535056433579,-0.22084108322622042,"[[0.19680554344307555, 0.3277055177752626, -0.9240544744168079, 0.40409985184669495], [0.11302710500954595, 0.9286200911409533, 0.35339722673293406, 0.14660565555095673], [0.9739057714189997, -0.1739937353729002, 0.1457179757193614, -0.21060049533843994], [0.0, 0.0, 0.0, 1.0]]","[[0.07187746787698168, 0.08462647897445114, -0.9938168788403529, 0.36549893021583557], [-0.2568872418585938, 0.9643504870047732, 0.06353804516934282, -0.2288571447134018], [0.963764792146859, 0.25073192311718884, 0.09105453392378826, -0.17786967754364014], [0.0, 0.0, 0.0, 1.0]]"
0.03600144386291504,-0.16479627374432623,-0.2559454253161136,0.16929475462812013,-1.7020269424110386,-0.34055247249231124,0.42159270531807347,0.2531255728883811,-0.06097082746504784,0.28925879400178006,-0.2961408943373933,-1.942631364444999,0.03822445091484296,0.5198390539491616,-0.21870842167663834,"[[0.1993248794038669, 0.3157533272901534, -0.9276688141550472, 0.40351977944374084], [0.11958502495756243, 0.9317518948272346, 0.34283790381426243, 0.14839234948158264], [0.9726093842116338, -0.179271422125936, 0.1479619645463366, -0.21368777751922607], [0.0, 0.0, 0.0, 1.0]]","[[0.06292638054735467, 0.0899892706388585, -0.9939528166875407, 0.36191487312316895], [-0.2734104518937369, 0.9593797782761675, 0.06954973637645427, -0.2299954891204834], [0.959836962940307, 0.26738057559340017, 0.08497430416820084, -0.18364417552947998], [0.0, 0.0, 0.0, 1.0]]"
0.04019284248352051,-0.16216531969673867,-0.2566480503199237,0.17135480308391274,-1.7010941738855008,-0.3384628242779908,0.42168390632267694,0.2542762333458469,-0.05481552051550483,0.29169754961908834,-0.2980310291364564,-1.9430437603727038,0.04200064791833372,0.5119479460004017,-0.22407673488465366,"[[0.1993248794038669, 0.3157533272901534, -0.9276688141550472, 0.40351977944374084], [0.11958502495756243, 0.9317518948272346, 0.34283790381426243, 0.14839234948158264], [0.9726093842116338, -0.179271422125936, 0.1479619645463366, -0.21368777751922607], [0.0, 0.0, 0.0, 1.0]]","[[0.06292638054735467, 0.0899892706388585, -0.9939528166875407, 0.36191487312316895], [-0.2734104518937369, 0.9593797782761675, 0.06954973637645427, -0.2299954891204834], [0.959836962940307, 0.26738057559340017, 0.08497430416820084, -0.18364417552947998], [0.0, 0.0, 0.0, 1.0]]"
0.044019460678100586,-0.1625524141314237,-0.2563054325847906,0.17145701316209164,-1.7015170583019161,-0.339810077775859,0.4224237955217278,0.25549385041230593,-0.04766545307864158,0.2963516494645257,-0.2997089503135471,-1.9429848674015708,0.04194256727860417,0.5043191988595268,-0.22839426367867594,"[[0.19346050678842358, 0.3128526463526029, -0.9298904526788838, 0.40411922335624695], [0.12086255430748422, 0.9329773186761428, 0.33903623081043327, 0.14867334067821503], [0.9736350832213456, -0.17797905636913608, 0.1426820949331596, -0.2146608829498291], [0.0, 0.0, 0.0, 1.0]]","[[0.05698916996176395, 0.07903288197536094, -0.9952416983194273, 0.3606663644313812], [-0.2646791069680672, 0.9623882799997888, 0.061268008402710836, -0.2298060953617096], [0.9626511335066591, 0.25992807098448767, 0.0757640618804688, -0.18627476692199707], [0.0, 0.0, 0.0, 1.0]]"
