time,l_q0,l_q1,l_q2,l_q3,l_q4,l_q5,l_q6,r_q0,r_q1,r_q2,r_q3,r_q4,r_q5,r_q6,l_pose,r_pose,l_real_pose,r_real_pose
0.0079762935638427,-0.2724463276629812,-0.1411810433254697,0.2787021565407403,-1.770370824802458,-0.5786081366439421,0.5229942487652437,0.4490374458880982,-0.0156924797469624,0.1987987312290101,-0.3261504494275622,-2.0537108903682384,0.0299944521985008,0.6725791038513038,-0.2533486022809413,"[[0.1626061771627098, 0.40107157360425905, -0.9014992090929047, 0.4116658866405487], [0.07436996627970732, 0.9060781675116885, 0.4165230635561681, 0.18127283453941345], [0.9838843119310748, -0.13477368884639107, 0.11750622762497126, -0.14586865901947021], [0.0, 0.0, 0.0, 1.0]]","[[0.1305002748540557, 0.15504241645073105, -0.9792504926545271, 0.3454550504684448], [-0.19607178461475663, 0.9722257253358981, 0.12780060357084047, -0.25596433877944946], [0.9718670349080683, 0.17532537778714388, 0.15727516766099747, -0.15526020526885986], [0.0, 0.0, 0.0, 1.0]]","[[0.17204498442308702, 0.40085782875860265, -0.8998408328464532, 0.41608592295527774], [0.07916034672288061, 0.9048813929072195, 0.4182383342987629, 0.18329626997814252], [0.9819033368115077, -0.14318752003309942, 0.12394826043635176, -0.14929090264877343], [0.0, 0.0, 0.0, 1.0]]","[[0.12744624162039975, 0.15927689223101588, -0.9789730982504393, 0.34696482695534026], [-0.2006204685788785, 0.9707595509160096, 0.13182307041083105, -0.258397330878286], [0.9713438541958385, 0.17960168681439784, 0.1556738610345264, -0.15666600651461277], [0.0, 0.0, 0.0, 1.0]]"
0.011958360671997,-0.2724463276629812,-0.1411810433254697,0.2787021565407403,-1.770370824802458,-0.5786081366439415,0.5229942487652437,0.4490374458880979,-0.0156924797469625,0.1987987312290098,-0.3261504494275621,-2.0537108903682384,0.0299944521984996,0.6725791038513038,-0.2533486022809419,"[[0.1626061771627098, 0.40107157360425905, -0.9014992090929047, 0.4116658866405487], [0.07436996627970732, 0.9060781675116885, 0.4165230635561681, 0.18127283453941345], [0.9838843119310748, -0.13477368884639107, 0.11750622762497126, -0.14586865901947021], [0.0, 0.0, 0.0, 1.0]]","[[0.1305002748540557, 0.15504241645073105, -0.9792504926545271, 0.3454550504684448], [-0.19607178461475663, 0.9722257253358981, 0.12780060357084047, -0.25596433877944946], [0.9718670349080683, 0.17532537778714388, 0.15727516766099747, -0.15526020526885986], [0.0, 0.0, 0.0, 1.0]]","[[0.17204498442308702, 0.40085782875860265, -0.8998408328464532, 0.41608592295527774], [0.07916034672288061, 0.9048813929072195, 0.4182383342987629, 0.18329626997814252], [0.9819033368115077, -0.14318752003309942, 0.12394826043635176, -0.14929090264877343], [0.0, 0.0, 0.0, 1.0]]","[[0.12744624162039975, 0.15927689223101588, -0.9789730982504393, 0.34696482695534026], [-0.2006204685788785, 0.9707595509160096, 0.13182307041083105, -0.258397330878286], [0.9713438541958385, 0.17960168681439784, 0.1556738610345264, -0.15666600651461277], [0.0, 0.0, 0.0, 1.0]]"
0.0160489082336425,-0.2688279229257715,-0.1429685609801806,0.2762501662356598,-1.7802179737515056,-0.5762855456456241,0.5263432026640249,0.4473980478642277,-0.0146553888407145,0.1995199661259442,-0.3234990515613106,-2.0576325068487136,0.0290199866404763,0.6758752443573126,-0.25092125344886,"[[0.1626061771627098, 0.40107157360425905, -0.9014992090929047, 0.4116658866405487], [0.07436996627970732, 0.9060781675116885, 0.4165230635561681, 0.18127283453941345], [0.9838843119310748, -0.13477368884639107, 0.11750622762497126, -0.14586865901947021], [0.0, 0.0, 0.0, 1.0]]","[[0.1305002748540557, 0.15504241645073105, -0.9792504926545271, 0.3454550504684448], [-0.19607178461475663, 0.9722257253358981, 0.12780060357084047, -0.25596433877944946], [0.9718670349080683, 0.17532537778714388, 0.15727516766099747, -0.15526020526885986], [0.0, 0.0, 0.0, 1.0]]","[[0.16826967206819343, 0.4009553385439121, -0.9005110404404821, 0.41435972710432717], [0.07727253785935825, 0.9053605899980993, 0.4175537773401981, 0.18251250836336272], [0.9827076230267255, -0.13984641064907782, 0.12136189300489997, -0.1479194564228099], [0.0, 0.0, 0.0, 1.0]]","[[0.1286656096076632, 0.15757852206055142, -0.9790884384413395, 0.3463735913936429], [-0.19880893344389247, 0.9713501818018211, 0.13020688267703323, -0.25744402743688605], [0.9715555408144149, 0.1778983802590149, 0.15630738118856896, -0.15611443237849085], [0.0, 0.0, 0.0, 1.0]]"
0.0200309753417968,-0.2666233968695812,-0.1440608830184682,0.2747369033168553,-1.78615499999925,-0.5748616158640056,0.528366194263501,0.4463626851870905,-0.014030865685438,0.1999627583207643,-0.3218780619775487,-2.060010536626607,0.0283895186050831,0.6778779591630868,-0.2494252008140453,"[[0.1626061771627098, 0.40107157360425905, -0.9014992090929047, 0.4116658866405487], [0.07436996627970732, 0.9060781675116885, 0.4165230635561681, 0.18127283453941345], [0.9838843119310748, -0.13477368884639107, 0.11750622762497126, -0.14586865901947021], [0.0, 0.0, 0.0, 1.0]]","[[0.1305002748540557, 0.15504241645073105, -0.9792504926545271, 0.3454550504684448], [-0.19607178461475663, 0.9722257253358981, 0.12780060357084047, -0.25596433877944946], [0.9718670349080683, 0.17532537778714388, 0.15727516766099747, -0.15526020526885986], [0.0, 0.0, 0.0, 1.0]]","[[0.1660021746203139, 0.40101641256523546, -0.9009046091982412, 0.4133095352060492], [0.07612158217050208, 0.9056432597246951, 0.4171519996872704, 0.18203164966545268], [0.9831829853843009, -0.13782642333216738, 0.11981274674372461, -0.14710206031018327], [0.0, 0.0, 0.0, 1.0]]","[[0.1293980589888733, 0.15656122372316839, -0.9791551080172212, 0.34601389548729383], [-0.19771742494190764, 0.9717019535767324, 0.12924060232567341, -0.2568642825427201], [0.9716809981697971, 0.1768725434923854, 0.15669122870882418, -0.15577958296802688], [0.0, 0.0, 0.0, 1.0]]"
0.0240108966827392,-0.2652731762559276,-0.144734046878822,0.2738021115445963,-1.7897661009301369,-0.5739782135659307,0.5296148149829207,0.4457234046305566,-0.0136536832838005,0.2002353408339174,-0.3208888280305088,-2.061454342118873,0.0279866619136838,0.679094472701073,-0.2485064348140051,"[[0.1626061771627098, 0.40107157360425905, -0.9014992090929047, 0.4116658866405487], [0.07436996627970732, 0.9060781675116885, 0.4165230635561681, 0.18127283453941345], [0.9838843119310748, -0.13477368884639107, 0.11750622762497126, -0.14586865901947021], [0.0, 0.0, 0.0, 1.0]]","[[0.1305002748540557, 0.15504241645073105, -0.9792504926545271, 0.3454550504684448], [-0.19607178461475663, 0.9722257253358981, 0.12780060357084047, -0.25596433877944946], [0.9718670349080683, 0.17532537778714388, 0.15727516766099747, -0.15526020526885986], [0.0, 0.0, 0.0, 1.0]]","[[0.16464370579884702, 0.40104152920725306, -0.9011426868104355, 0.4126673732862779], [0.07542526432002716, 0.905816541144237, 0.41690217472657154, 0.1817360721222087], [0.9834650373262268, -0.13660924434531774, 0.11888832876411592, -0.1466103755285459], [0.0, 0.0, 0.0, 1.0]]","[[0.12983802699441505, 0.15595190539625778, -0.9791941022848711, 0.34579505206671973], [-0.19706062717543674, 0.9719120672607618, 0.12866251486014232, -0.2565117074095095], [0.9717557285467482, 0.1762553168451649, 0.15692312551179144, -0.15557607949460853], [0.0, 0.0, 0.0, 1.0]]"
0.0279812812805175,-0.264448096311059,-0.145146751941473,0.2732298050400393,-1.791956554503397,-0.5734394420510335,0.5303761460919447,0.4453331806930152,-0.0134254660289351,0.2004034029193273,-0.3202857809108451,-2.062331608670601,0.0277312202879674,0.6798333132456782,-0.24794343727558,"[[0.1626061771627098, 0.40107157360425905, -0.9014992090929047, 0.4116658866405487], [0.07436996627970732, 0.9060781675116885, 0.4165230635561681, 0.18127283453941345], [0.9838843119310748, -0.13477368884639107, 0.11750622762497126, -0.14586865901947021], [0.0, 0.0, 0.0, 1.0]]","[[0.1305002748540557, 0.15504241645073105, -0.9792504926545271, 0.3454550504684448], [-0.19607178461475663, 0.9722257253358981, 0.12780060357084047, -0.25596433877944946], [0.9718670349080683, 0.17532537778714388, 0.15727516766099747, -0.15526020526885986], [0.0, 0.0, 0.0, 1.0]]","[[0.16382860499202495, 0.40105520851847687, -0.9012851423975479, 0.41227606668678335], [0.07500489941595714, 0.9059206663414927, 0.41675173827950385, 0.18155538927669623], [0.9836332920605977, -0.13587665736095725, 0.11833461342499835, -0.1463150708488668], [0.0, 0.0, 0.0, 1.0]]","[[0.1301022415900817, 0.15558698128899623, -0.979217084198705, 0.345661897607607], [-0.1966657480566139, 0.9720377789089891, 0.1283165613434676, -0.25629728493653486], [0.9718003860230601, 0.17588418810983822, 0.15706292400937455, -0.15545231726008793], [0.0, 0.0, 0.0, 1.0]]"
0.0320167541503906,-0.2639438049627735,-0.1453997610276151,0.2728803299168252,-1.793286381673403,-0.5731118394634923,0.5308405252947388,0.445096773836123,-0.0132872242753686,0.2005071098626304,-0.3199183841389957,-2.0628648911586844,0.0275700447363946,0.6802820064801862,-0.2475989050509963,"[[0.1626061771627098, 0.40107157360425905, -0.9014992090929047, 0.4116658866405487], [0.07436996627970732, 0.9060781675116885, 0.4165230635561681, 0.18127283453941345], [0.9838843119310748, -0.13477368884639107, 0.11750622762497126, -0.14586865901947021], [0.0, 0.0, 0.0, 1.0]]","[[0.1305002748540557, 0.15504241645073105, -0.9792504926545271, 0.3454550504684448], [-0.19607178461475663, 0.9722257253358981, 0.12780060357084047, -0.25596433877944946], [0.9718670349080683, 0.17532537778714388, 0.15727516766099747, -0.15526020526885986], [0.0, 0.0, 0.0, 1.0]]","[[0.16333964155475827, 0.40106270647161746, -0.9013705492051669, 0.41203764600656057], [0.07475163553283737, 0.9059833017616823, 0.41666107319278844, 0.18144508492467018], [0.9837338839757066, -0.13543619311934904, 0.1180028945043699, -0.14613751329704242], [0.0, 0.0, 0.0, 1.0]]","[[0.13026124823653473, 0.15536853985069787, -0.9792306286225538, 0.34558091381397826], [-0.19642851718862675, 0.9721130538871436, 0.1281095160294058, -0.25616689424989825], [0.9718270652965666, 0.17566111489704633, 0.15714747172700372, -0.15537712951675658], [0.0, 0.0, 0.0, 1.0]]"
0.0363659858703613,-0.2636355515064093,-0.1455548518137231,0.2726672639681472,-1.7940941459192925,-0.5729130065095054,0.5311238355601033,0.4449542146848948,-0.0132034257127745,0.2005711314176633,-0.31969462863493,-2.063189161068508,0.0274686779596434,0.6805544833680148,-0.2473882309601668,"[[0.1626061771627098, 0.40107157360425905, -0.9014992090929047, 0.4116658866405487], [0.07436996627970732, 0.9060781675116885, 0.4165230635561681, 0.18127283453941345], [0.9838843119310748, -0.13477368884639107, 0.11750622762497126, -0.14586865901947021], [0.0, 0.0, 0.0, 1.0]]","[[0.1305002748540557, 0.15504241645073105, -0.9792504926545271, 0.3454550504684448], [-0.19607178461475663, 0.9722257253358981, 0.12780060357084047, -0.25596433877944946], [0.9718670349080683, 0.17532537778714388, 0.15727516766099747, -0.15526020526885986], [0.0, 0.0, 0.0, 1.0]]","[[0.16304611506805045, 0.4010668145801316, -0.9014218627278588, 0.41189236883148467], [0.07459930923435334, 0.9060210131641553, 0.4166063690904826, 0.18137780500859563], [0.983794138741929, -0.13517149828105185, 0.11780389904193422, -0.14603058768807328], [0.0, 0.0, 0.0, 1.0]]","[[0.13035651369801493, 0.1552376533028709, -0.9792387095767391, 0.3455316029987877], [-0.19628598597964367, 0.9721581727581843, 0.12798554155633304, -0.2560875659595429], [0.9718430897241069, 0.17552708661766817, 0.15719812600350946, -0.1553312848931707], [0.0, 0.0, 0.0, 1.0]]"
0.0399682521820068,-0.2634471234319307,-0.1456499073125586,0.2725374899287977,-1.7945849611649098,-0.5727924654188848,0.5312966985465191,0.4448684955086864,-0.0132034257127748,0.2005711314176646,-0.3196946286349309,-2.063189161068508,0.0274686779596448,0.6805544833680144,-0.2473882309601658,"[[0.1626061771627098, 0.40107157360425905, -0.9014992090929047, 0.4116658866405487], [0.07436996627970732, 0.9060781675116885, 0.4165230635561681, 0.18127283453941345], [0.9838843119310748, -0.13477368884639107, 0.11750622762497126, -0.14586865901947021], [0.0, 0.0, 0.0, 1.0]]","[[0.1305002748540557, 0.15504241645073105, -0.9792504926545271, 0.3454550504684448], [-0.19607178461475663, 0.9722257253358981, 0.12780060357084047, -0.25596433877944946], [0.9718670349080683, 0.17532537778714388, 0.15727516766099747, -0.15526020526885986], [0.0, 0.0, 0.0, 1.0]]","[[0.16287009694805188, 0.40106905468849596, -0.9014526858861803, 0.41180387160211257], [0.07450773695401858, 0.9060437220238312, 0.41657336798599276, 0.1813367910302459], [0.9838302336552395, -0.13501254442635616, 0.11768468121806774, -0.14596622642465887], [0.0, 0.0, 0.0, 1.0]]","[[0.13035651369801493, 0.1552376533028709, -0.9792387095767391, 0.3455316029987877], [-0.19628598597964367, 0.9721581727581843, 0.12798554155633304, -0.2560875659595429], [0.9718430897241069, 0.17552708661766817, 0.15719812600350946, -0.1553312848931707], [0.0, 0.0, 0.0, 1.0]]"
0.0440027713775634,-0.2634471234319305,-0.1456499073125585,0.2725374899287976,-1.7945849611649098,-0.5727924654188843,0.5312966985465173,0.4448684955086867,-0.013152606870194,0.2006106602178374,-0.3195583769886169,-2.063386371917299,0.0274050692250978,0.6807199461261786,-0.2472594662302106,"[[0.1626061771627098, 0.40107157360425905, -0.9014992090929047, 0.4116658866405487], [0.07436996627970732, 0.9060781675116885, 0.4165230635561681, 0.18127283453941345], [0.9838843119310748, -0.13477368884639107, 0.11750622762497126, -0.14586865901947021], [0.0, 0.0, 0.0, 1.0]]","[[0.1305002748540557, 0.15504241645073105, -0.9792504926545271, 0.3454550504684448], [-0.19607178461475663, 0.9722257253358981, 0.12780060357084047, -0.25596433877944946], [0.9718670349080683, 0.17532537778714388, 0.15727516766099747, -0.15526020526885986], [0.0, 0.0, 0.0, 1.0]]","[[0.16287009694805188, 0.40106905468849596, -0.9014526858861803, 0.41180387160211257], [0.07450773695401858, 0.9060437220238312, 0.41657336798599276, 0.1813367910302459], [0.9838302336552395, -0.13501254442635616, 0.11768468121806774, -0.14596622642465887], [0.0, 0.0, 0.0, 1.0]]","[[0.13041389694314898, 0.15515930776935272, -0.9792434859097287, 0.34550162325366474], [-0.19620040988208376, 0.9721852158156818, 0.12791131815253257, -0.2560393153345873], [0.9718526712656627, 0.17544655984644256, 0.1572287823264067, -0.15530345005803903], [0.0, 0.0, 0.0, 1.0]]"
