time,l_q0,l_q1,l_q2,l_q3,l_q4,l_q5,l_q6,r_q0,r_q1,r_q2,r_q3,r_q4,r_q5,r_q6,l_pose,r_pose,l_real_pose,r_real_pose
0.0159966945648193,-0.2055176082731116,0.0746562635629365,-0.0495398193112439,-1.737522738706484,-0.1587414864446837,0.3558713228314383,0.4840089214529997,0.0379186029115417,-0.0722385372866366,-0.1384603777407991,-1.9543248368531945,-0.0088455143485177,0.5094039928046922,-0.499138691844218,"[[0.08455661409316034, 0.3461178269016282, -0.934372853262548, 0.3973715007305145], [0.08606773664152079, 0.9316893709421987, 0.3529125398490907, 0.1521388441324234], [0.9926945772605521, -0.11026044610024392, 0.048990920620754, -0.16785836219787598], [0.0, 0.0, 0.0, 1.0]]","[[0.10672794574513439, 0.01474532971720989, -0.9941789179260211, 0.3502002954483032], [-0.17281239746227084, 0.9849468635821435, -0.003943501368112015, -0.23763789236545563], [0.9791552588228108, 0.17222732411330366, 0.10766953119803807, -0.17250382900238037], [0.0, 0.0, 0.0, 1.0]]","[[0.07684881185688253, 0.33741403745358606, -0.9382142758695668, 0.41509922136373634], [0.06451174221903794, 0.9373425108595139, 0.34238465568925036, 0.15821006528513787], [0.9949535141060863, -0.08683769149886555, 0.05026649085721013, -0.1708630122964576], [0.0, 0.0, 0.0, 1.0]]","[[0.10315613988687317, 0.03236990992316517, -0.9941383202226972, 0.3623572538499482], [-0.1653536741113505, 0.9861210011338852, 0.014951039448189526, -0.25037537325287723], [0.9808246394037607, 0.16284213230693767, 0.1070769194747993, -0.17379539304051317], [0.0, 0.0, 0.0, 1.0]]"
0.019965648651123,-0.2042415889213318,0.074410007338018,-0.0498773164901897,-1.7396017822841543,-0.1585213251371977,0.3565802902549932,0.4843710710118902,0.0379186029115417,-0.0722385372866366,-0.1384603777407991,-1.9543248368531945,-0.0088455143485177,0.5094039928046922,-0.499138691844218,"[[0.08455661409316034, 0.3461178269016282, -0.934372853262548, 0.3973715007305145], [0.08606773664152079, 0.9316893709421987, 0.3529125398490907, 0.1521388441324234], [0.9926945772605521, -0.11026044610024392, 0.048990920620754, -0.16785836219787598], [0.0, 0.0, 0.0, 1.0]]","[[0.10672794574513439, 0.01474532971720989, -0.9941789179260211, 0.3502002954483032], [-0.17281239746227084, 0.9849468635821435, -0.003943501368112015, -0.23763789236545563], [0.9791552588228108, 0.17222732411330366, 0.10766953119803807, -0.17250382900238037], [0.0, 0.0, 0.0, 1.0]]","[[0.07699651251817735, 0.3376336180621799, -0.9381231672942955, 0.41462462491059576], [0.06502595571887276, 0.9372126014516615, 0.3426429114443442, 0.15804823374867305], [0.9949086199962717, -0.08738466475561671, 0.05020715310255236, -0.17078288998471872], [0.0, 0.0, 0.0, 1.0]]","[[0.10315613988687317, 0.03236990992316517, -0.9941383202226972, 0.3623572538499482], [-0.1653536741113505, 0.9861210011338852, 0.014951039448189526, -0.25037537325287723], [0.9808246394037607, 0.16284213230693767, 0.1070769194747993, -0.17379539304051317], [0.0, 0.0, 0.0, 1.0]]"
0.0239872932434082,-0.2029432212293196,0.0741489647725676,-0.0502211135797943,-1.7417049010091448,-0.1583045489476506,0.3572948879407189,0.4847479859579036,0.0388107704570812,-0.0716657360956574,-0.137675140367662,-1.955817561081853,-0.0091593283913918,0.5096042548402582,-0.4989065497073094,"[[0.08455661409316034, 0.3461178269016282, -0.934372853262548, 0.3973715007305145], [0.08606773664152079, 0.9316893709421987, 0.3529125398490907, 0.1521388441324234], [0.9926945772605521, -0.11026044610024392, 0.048990920620754, -0.16785836219787598], [0.0, 0.0, 0.0, 1.0]]","[[0.10672794574513439, 0.01474532971720989, -0.9941789179260211, 0.3502002954483032], [-0.17281239746227084, 0.9849468635821435, -0.003943501368112015, -0.23763789236545563], [0.9791552588228108, 0.17222732411330366, 0.10766953119803807, -0.17250382900238037], [0.0, 0.0, 0.0, 1.0]]","[[0.07715993525662013, 0.3378618135093393, -0.9380275792125596, 0.4141421315326862], [0.06556471471628442, 0.9370764780080933, 0.34291244151841394, 0.15788163223188323], [0.9948605995692896, -0.08796061241332873, 0.05015294695733985, -0.17070511785738396], [0.0, 0.0, 0.0, 1.0]]","[[0.10316169365801958, 0.03169481688997215, -0.9941594960286402, 0.3620233536808364], [-0.16561065514422002, 0.9860882204607591, 0.014252451411440437, -0.24998958145771596], [0.9807806971307658, 0.16317309842876787, 0.10697553030877888, -0.17375578596323218], [0.0, 0.0, 0.0, 1.0]]"
0.027968406677246,-0.2016359982512331,0.0738788973950756,-0.050568552488273,-1.743812660800623,-0.1580911374447804,0.3580088055694453,0.485134157517237,0.0397039309032736,-0.0710945920499943,-0.1368853103787369,-1.9573000788698016,-0.009507230547006,0.5098324586763585,-0.4986443382165742,"[[0.08455661409316034, 0.3461178269016282, -0.934372853262548, 0.3973715007305145], [0.08606773664152079, 0.9316893709421987, 0.3529125398490907, 0.1521388441324234], [0.9926945772605521, -0.11026044610024392, 0.048990920620754, -0.16785836219787598], [0.0, 0.0, 0.0, 1.0]]","[[0.10672794574513439, 0.01474532971720989, -0.9941789179260211, 0.3502002954483032], [-0.17281239746227084, 0.9849468635821435, -0.003943501368112015, -0.23763789236545563], [0.9791552588228108, 0.17222732411330366, 0.10766953119803807, -0.17250382900238037], [0.0, 0.0, 0.0, 1.0]]","[[0.07733476088290309, 0.33809514098164656, -0.9379291073443583, 0.41365663009526654], [0.06611896081558677, 0.9369362991216086, 0.3431889485530828, 0.1577124598814687], [0.9948103426180546, -0.0885553331703075, 0.05010324527657589, -0.17062970260706078], [0.0, 0.0, 0.0, 1.0]]","[[0.10318915613805602, 0.031059586303452486, -0.9941766946343968, 0.3616897681857827], [-0.16585440268415017, 0.9860565877362644, 0.013591280005907397, -0.24960806392626902], [0.9807366186524291, 0.16348610913644498, 0.10690171632685197, -0.1737212914832344], [0.0, 0.0, 0.0, 1.0]]"
0.0319850444793701,-0.2003304921059246,0.0736043584477589,-0.0509174914520578,-1.7459099319115348,-0.1578810680822782,0.3587171682842161,0.4855252934389785,0.0405921080946356,-0.0705289178951794,-0.1360962921891377,-1.958764703090048,-0.009880152869694,0.5100806876600266,-0.4983601282282432,"[[0.08280049153567387, 0.3494504360751587, -0.933289060971108, 0.39463090896606445], [0.08414876007271538, 0.9307086962817925, 0.3559498684417102, 0.1507895141839981], [0.9930070819383292, -0.10800794133917964, 0.04765731662606437, -0.16785287857055664], [0.0, 0.0, 0.0, 1.0]]","[[0.10672794574513439, 0.01474532971720989, -0.9941789179260211, 0.3502002954483032], [-0.17281239746227084, 0.9849468635821435, -0.003943501368112015, -0.23763789236545563], [0.9791552588228108, 0.17222732411330366, 0.10766953119803807, -0.17250382900238037], [0.0, 0.0, 0.0, 1.0]]","[[0.07751728741678116, 0.33833091682249616, -0.9378290147322131, 0.4131719167918131], [0.06668156639487485, 0.9367937662424575, 0.3434690790047895, 0.15754242456978346], [0.9947585832023117, -0.0891606990288975, 0.05005727613452732, -0.17055653948414826], [0.0, 0.0, 0.0, 1.0]]","[[0.10323354395688839, 0.03045961806547584, -0.9941906492566737, 0.3613585670890446], [-0.16608619980043612, 0.9860260233944358, 0.012963619278776956, -0.2492323642546829], [0.9806927192744681, 0.16378306645151325, 0.1068498830405929, -0.17369097189860405], [0.0, 0.0, 0.0, 1.0]]"
0.0360028743743896,-0.1989727282253452,0.0733099207516125,-0.051296984490156,-1.7480706587507655,-0.1576495334501259,0.3594161551280603,0.4858948141466567,0.0423503095167876,-0.0694008855516258,-0.1345482802188153,-1.9617116550911236,-0.0104806557647643,0.5104569371619239,-0.4979197018698371,"[[0.08280049153567387, 0.3494504360751587, -0.933289060971108, 0.39463090896606445], [0.08414876007271538, 0.9307086962817925, 0.3559498684417102, 0.1507895141839981], [0.9930070819383292, -0.10800794133917964, 0.04765731662606437, -0.16785287857055664], [0.0, 0.0, 0.0, 1.0]]","[[0.10820442221022059, 0.018051269416388488, -0.99396476531445, 0.3486815094947815], [-0.172629975900696, 0.9849863315000804, -0.0009045322213676044, -0.23627154529094696], [0.9790253798725944, 0.17168598786875805, 0.109696067089259, -0.1728651523590088], [0.0, 0.0, 0.0, 1.0]]","[[0.07768578548885974, 0.3385916132902539, -0.9377209809652776, 0.41266823589341206], [0.0672506294179134, 0.9366415078599699, 0.3437732371734261, 0.15735986453761497], [0.9947071285438109, -0.08976862014816375, 0.04999323215017537, -0.17048530647474483], [0.0, 0.0, 0.0, 1.0]]","[[0.10322798114684423, 0.029110196219963594, -0.9942316532802515, 0.3606981425814363], [-0.16661430003221944, 0.9859542778187482, 0.01156879750382829, -0.24847307226023288], [0.9806037216598358, 0.16445898737054854, 0.10662824456931391, -0.17360512561419128], [0.0, 0.0, 0.0, 1.0]]"
0.0399672985076904,-0.1976256212864433,0.0730259577276528,-0.0516794826579289,-1.7502095160297997,-0.1574273676047909,0.3601111301178662,0.4862553244065057,0.0432294154250258,-0.0688422220559579,-0.133759794072797,-1.9631465339658023,-0.0109038583515823,0.5107371135331852,-0.4975934947113636,"[[0.08280049153567387, 0.3494504360751587, -0.933289060971108, 0.39463090896606445], [0.08414876007271538, 0.9307086962817925, 0.3559498684417102, 0.1507895141839981], [0.9930070819383292, -0.10800794133917964, 0.04765731662606437, -0.16785287857055664], [0.0, 0.0, 0.0, 1.0]]","[[0.10820442221022059, 0.018051269416388488, -0.99396476531445, 0.3486815094947815], [-0.172629975900696, 0.9849863315000804, -0.0009045322213676044, -0.23627154529094696], [0.9790253798725944, 0.17168598786875805, 0.109696067089259, -0.1728651523590088], [0.0, 0.0, 0.0, 1.0]]","[[0.07785925337813354, 0.338857240548067, -0.9376106373071655, 0.4121684666875853], [0.06779659742257013, 0.9364888828946694, 0.34408166703940535, 0.15717906380001595], [0.9946565025380982, -0.09035675261342499, 0.04994095729794107, -0.1704163728229027], [0.0, 0.0, 0.0, 1.0]]","[[0.10329509438981632, 0.028574750946147365, -0.9942402159857369, 0.36037065100860133], [-0.16682968960744912, 0.9859243295497413, 0.011003229861065, -0.24810768364829708], [0.9805600329100106, 0.1647322069610521, 0.10660826351301278, -0.17358054095525458], [0.0, 0.0, 0.0, 1.0]]"
0.0439827442169189,-0.1976007432270889,0.073021527121995,-0.0516989168273716,-1.750236378937878,-0.1574193583235866,0.3601044784837465,0.4862359399551011,0.0441097403887209,-0.0682819420795427,-0.1329672715505205,-1.964579141482656,-0.0113488284192551,0.5110292198380192,-0.4972495998832207,"[[0.08280049153567387, 0.3494504360751587, -0.933289060971108, 0.39463090896606445], [0.08414876007271538, 0.9307086962817925, 0.3559498684417102, 0.1507895141839981], [0.9930070819383292, -0.10800794133917964, 0.04765731662606437, -0.16785287857055664], [0.0, 0.0, 0.0, 1.0]]","[[0.105911458866422, 0.01644430612979235, -0.9942395826342343, 0.3486865758895874], [-0.1717926056371042, 0.9851310950010239, -0.002006566843807872, -0.23626135289669037], [0.9794233321343744, 0.1710155269500227, 0.10716168164416545, -0.17275238037109375], [0.0, 0.0, 0.0, 1.0]]","[[0.07785176800463373, 0.33887478392091264, -0.9376049184177244, 0.41215968739247383], [0.0677832301506737, 0.9364839084490355, 0.34409783917711445, 0.15717254654998036], [0.9946579994796672, -0.09034251512202471, 0.049936900509875926, -0.17041900743547606], [0.0, 0.0, 0.0, 1.0]]","[[0.10336874822111031, 0.028059787758390728, -0.9942472279077046, 0.3600427380068149], [-0.16704115449947737, 0.9858944656043477, 0.010457312953127115, -0.2477437880077069], [0.9805162694186582, 0.1649992454578868, 0.10659781612981378, -0.1735576592130468], [0.0, 0.0, 0.0, 1.0]]"
0.0480015277862548,-0.1962644173213572,0.0727413816005111,-0.0520821728601907,-1.7523552431870255,-0.1571969424767435,0.3607897560788438,0.4865892998038416,0.0441250660400368,-0.0682675381516923,-0.1329411871523923,-1.9645845105684463,-0.0114557007032801,0.5110899274078773,-0.4971627122745933,"[[0.07912254117624096, 0.3516221980437228, -0.9327922884119031, 0.3923999071121216], [0.08074904900718782, 0.9303902649448145, 0.35756614210569904, 0.14975768327713013], [0.9935890571872503, -0.10361363201248744, 0.04522168394622217, -0.16783511638641357], [0.0, 0.0, 0.0, 1.0]]","[[0.105911458866422, 0.01644430612979235, -0.9942395826342343, 0.3486865758895874], [-0.1717926056371042, 0.9851310950010239, -0.002006566843807872, -0.23626135289669037], [0.9794233321343744, 0.1710155269500227, 0.10716168164416545, -0.17275238037109375], [0.0, 0.0, 0.0, 1.0]]","[[0.07802231426617534, 0.3391399330935438, -0.9374948662568008, 0.4116637629978737], [0.06832157144595968, 0.9363317897741527, 0.3444052007933196, 0.15699300276726574], [0.994607802780425, -0.09092241329638603, 0.04988419999014082, -0.1703508535138366], [0.0, 0.0, 0.0, 1.0]]","[[0.10340215918778534, 0.028148276972403755, -0.9942412524024481, 0.360038340597138], [-0.16701610176198062, 0.9858978058521428, 0.010542208884381413, -0.2477447740374029], [0.9805170142468388, 0.16496421102595266, 0.10664517735485896, -0.17356824121394054], [0.0, 0.0, 0.0, 1.0]]"
0.0519993305206298,-0.1948848150782131,0.0724568211895924,-0.0525003829340517,-1.7545218725100888,-0.1569526831863658,0.361460226816479,0.4868976203178418,0.0449991536080625,-0.0677140553135611,-0.1321556198265912,-1.9660059782564705,-0.0118861596278101,0.5113616102996457,-0.4968288751794897,"[[0.07912254117624096, 0.3516221980437228, -0.9327922884119031, 0.3923999071121216], [0.08074904900718782, 0.9303902649448145, 0.35756614210569904, 0.14975768327713013], [0.9935890571872503, -0.10361363201248744, 0.04522168394622217, -0.16783511638641357], [0.0, 0.0, 0.0, 1.0]]","[[0.105911458866422, 0.01644430612979235, -0.9942395826342343, 0.3486865758895874], [-0.1717926056371042, 0.9851310950010239, -0.002006566843807872, -0.23626135289669037], [0.9794233321343744, 0.1710155269500227, 0.10716168164416545, -0.17275238037109375], [0.0, 0.0, 0.0, 1.0]]","[[0.07817000100081695, 0.3394317957183854, -0.9373769289879736, 0.41115241159577526], [0.06882933409536018, 0.9361729758815543, 0.34473566974867, 0.15680338091356558], [0.994561196564355, -0.09146701746786678, 0.049817777991510104, -0.17028554079137687], [0.0, 0.0, 0.0, 1.0]]","[[0.10346323404913838, 0.027621988551219348, -0.9942496592650006, 0.35971284649380086], [-0.16722746537652022, 0.9858677555320562, 0.00998716305718246, -0.24738343553500672], [0.9804745453217224, 0.16523254628148276, 0.10662022146619154, -0.17354330889042496], [0.0, 0.0, 0.0, 1.0]]"
