time,l_q0,l_q1,l_q2,l_q3,l_q4,l_q5,l_q6,r_q0,r_q1,r_q2,r_q3,r_q4,r_q5,r_q6,l_pose,l_real_pose,r_pose,r_real_pose
0.0,-4.362678745073979,-4.163612027940311,13.263543495474115,-98.91528450355572,-3.1591554439749503,15.058050195168967,10.409704337587904,-4.3607338487078176,4.155380796216799,-13.256179697775195,-98.9152708431774,3.1528129730003585,15.057635261176888,-10.417279871151095,"[[2.220446049250313e-16, -0.0, -1.0, 0.4], [0.0, 1.0, -0.0, 0.25], [1.0, 0.0, 2.220446049250313e-16, -0.20000000000000004], [0.0, 0.0, 0.0, 1.0]]","[[-1.4183640484333182e-08, -1.96154708268628e-08, -0.9999999999999997, 0.4000000022696761], [-1.1683364705578521e-08, 0.9999999999999998, -1.9615470661150156e-08, 0.24999999929396857], [0.9999999999999999, 1.168336442735973e-08, -1.4183640706377787e-08, -0.20000001872833906], [0.0, 0.0, 0.0, 1.0]]","[[2.220446049250313e-16, -0.0, -1.0, 0.4], [0.0, 1.0, -0.0, -0.25], [1.0, 0.0, 2.220446049250313e-16, -0.20000000000000004], [0.0, 0.0, 0.0, 1.0]]","[[-7.617910813273454e-08, 2.4982763123378247e-09, -0.9999999999999973, 0.39999999784041723], [2.31762577381896e-08, 1.0, 2.4982745467911854e-09, -0.2499999932828318], [0.9999999999999971, -2.3176257547873203e-08, -7.617910835477915e-08, -0.19999999656191667], [0.0, 0.0, 0.0, 1.0]]"
0.008333333333333333,-4.366714106212987,-4.180676828694764,13.278833727704834,-98.91528450355572,-3.172659795181123,15.058878355605831,10.394198100624683,-4.36362814136861,4.167628606059101,-13.267153250450466,-98.9152708431774,3.1625050114326068,15.058227780087387,-10.406150931672206,"[[2.220446049250313e-16, -0.0, -1.0, 0.4], [0.0, 1.0, -0.0, 0.25001290457619], [1.0, 0.0, 2.220446049250313e-16, -0.20196753813912477], [0.0, 0.0, 0.0, 1.0]]","[[-1.1093019669505821e-08, -2.039333769373228e-08, -0.9999999999999998, 0.4000000017790736], [-1.54148829766892e-08, 0.9999999999999998, -2.039333752273468e-08, 0.25000000005388023], [0.9999999999999998, 1.5414882750465502e-08, -1.1093019891550426e-08, -0.20000001964988784], [0.0, 0.0, 0.0, 1.0]]","[[2.220446049250313e-16, -0.0, -1.0, 0.4], [0.0, 1.0, -0.0, -0.25001290457619], [1.0, 0.0, 2.220446049250313e-16, -0.20196753813912477], [0.0, 0.0, 0.0, 1.0]]","[[-8.210605101366397e-08, 5.225841968700862e-09, -0.9999999999999967, 0.39999999737944747], [1.8478190604858938e-08, 0.9999999999999998, 5.2258404515296194e-09, -0.24999999400849285], [0.9999999999999964, -1.8478190175785753e-08, -8.210605123570858e-08, -0.19999999645251562], [0.0, 0.0, 0.0, 1.0]]"
0.016666666666666666,-4.3361963941145465,-4.212901234312062,13.27513091140104,-98.81489438313488,-3.166424045912313,14.923019062825107,10.361202310517998,-4.326800188250725,4.203753476579299,-13.260721773573254,-98.79568106099964,3.1532938610066097,14.89634205147433,-10.368917862959174,"[[2.220446049250313e-16, -0.0, -1.0, 0.4], [0.0, 1.0, -0.0, 0.25005161608438553], [1.0, 0.0, 2.220446049250313e-16, -0.20393473774163853], [0.0, 0.0, 0.0, 1.0]]","[[-6.603737978672086e-08, -8.386694946688385e-08, -0.9999999999999943, 0.39999988465720293], [-3.767102132256762e-08, 0.9999999999999958, -8.386694697918841e-08, 0.2500024271680409], [0.9999999999999972, 3.7671015784213955e-08, -6.603738311738994e-08, -0.20037385023773327], [0.0, 0.0, 0.0, 1.0]]","[[2.220446049250313e-16, -0.0, -1.0, 0.4], [0.0, 1.0, -0.0, -0.25005161608438553], [1.0, 0.0, 2.220446049250313e-16, -0.20393473774163853], [0.0, 0.0, 0.0, 1.0]]","[[-6.598193280638043e-08, 5.204659016713265e-08, -0.9999999999999966, 0.3999999329134045], [3.8206842543695164e-08, 0.999999999999998, 5.204658764617139e-08, -0.25000127465129596], [0.9999999999999972, -3.820683910956058e-08, -6.598193480478187e-08, -0.20019676719573753], [0.0, 0.0, 0.0, 1.0]]"
0.025,-4.280153411314123,-4.259636803707874,13.261182811342229,-98.63499403058591,-3.1491942534007213,14.680234866135127,10.312354505121359,-4.277108427604767,4.246746102309944,-13.249583442584255,-98.63498037020757,3.1390990203640308,14.679592828353144,-10.3242006144631,"[[2.220446049250313e-16, -0.0, -1.0, 0.4], [0.0, 1.0, -0.0, 0.2501161278638451], [1.0, 0.0, 2.220446049250313e-16, -0.2059012603291793], [0.0, 0.0, 0.0, 1.0]]","[[-4.3686553985455845e-08, -2.6059124806420103e-07, -0.9999999999999653, 0.39999958420229037], [-1.3313982519480253e-07, 0.9999999999999574, -2.605912422477788e-07, 0.25001462590842366], [0.9999999999999903, 1.3313981381046447e-07, -4.368658884645882e-08, -0.2014944096467883], [0.0, 0.0, 0.0, 1.0]]","[[2.220446049250313e-16, -0.0, -1.0, 0.4], [0.0, 1.0, -0.0, -0.2501161278638451], [1.0, 0.0, 2.220446049250313e-16, -0.2059012603291793], [0.0, 0.0, 0.0, 1.0]]","[[-5.762009058773998e-08, 1.236289240533027e-07, -0.9999999999999908, 0.39999981433708104], [5.077897228284595e-08, 0.9999999999999912, 1.2362892112741377e-07, -0.2500060030662081], [0.9999999999999972, -5.077896515933586e-08, -5.762009680498892e-08, -0.20092193148362492], [0.0, 0.0, 0.0, 1.0]]"
0.03333333333333333,-4.209986024196936,-4.313477904274615,13.242593597742394,-98.40664714625404,-3.127173936960012,14.373977721488217,10.255740774638417,-4.206964946149674,4.300670018920372,-13.231022403514745,-98.40662665568654,3.11709215085825,14.373342513895405,-10.267540780203259,"[[2.220446049250313e-16, -0.0, -1.0, 0.4], [0.0, 1.0, -0.0, 0.25020642881460636], [1.0, 0.0, 2.220446049250313e-16, -0.20786676753987293], [0.0, 0.0, 0.0, 1.0]]","[[1.7105218630408814e-08, -5.651593347668181e-07, -0.9999999999998401, 0.39999904831749394], [-3.1511701394004087e-07, 0.9999999999997906, -5.651593401569355e-07, 0.25004900476206904], [0.9999999999999503, 3.151170236071645e-07, 1.7105040550635664e-08, -0.20312091000187982], [0.0, 0.0, 0.0, 1.0]]","[[2.220446049250313e-16, -0.0, -1.0, 0.4], [0.0, 1.0, -0.0, -0.25020642881460636], [1.0, 0.0, 2.220446049250313e-16, -0.20786676753987293], [0.0, 0.0, 0.0, 1.0]]","[[-2.8270240204353314e-08, 4.4168921438891273e-07, -0.9999999999999022, 0.3999992727612868], [2.390574753163906e-07, 0.9999999999998741, 4.4168920763068804e-07, -0.2500310392882544], [0.9999999999999712, -2.390574628297072e-07, -2.827034589758526e-08, -0.20235246869935353], [0.0, 0.0, 0.0, 1.0]]"
0.041666666666666664,-4.089384520248374,-4.401600151172474,13.212468194634406,-98.00022356988161,-3.092096646703765,13.834420951587536,10.162865569851876,-4.062676773046332,4.407042531280505,-13.196251617997502,-97.91701820541252,3.0763705630266336,13.724273052163678,-10.155626423105307,"[[2.220446049250313e-16, -0.0, -1.0, 0.4], [0.0, 1.0, -0.0, 0.2503225033993961], [1.0, 0.0, 2.220446049250313e-16, -0.20983092118655206], [0.0, 0.0, 0.0, 1.0]]","[[-5.106343958782844e-08, -7.120543072676458e-07, -0.9999999999997452, 0.3999987275059729], [-4.080614126201447e-07, 0.9999999999996633, -7.120542864305681e-07, 0.25009354600750927], [0.9999999999999155, 4.080613762600997e-07, -5.106373024421629e-08, -0.20463303854889994], [0.0, 0.0, 0.0, 1.0]]","[[2.220446049250313e-16, -0.0, -1.0, 0.4], [0.0, 1.0, -0.0, -0.2503225033993961], [1.0, 0.0, 2.220446049250313e-16, -0.20983092118655206], [0.0, 0.0, 0.0, 1.0]]","[[4.9216105746374694e-08, 5.993782639318683e-07, -0.9999999999998193, 0.3999990125095226], [3.2614525024706497e-07, 0.9999999999997672, 5.993782799834362e-07, -0.25005570136099325], [0.9999999999999456, -3.2614527974607077e-07, 4.921591023610006e-08, -0.203398976106069], [0.0, 0.0, 0.0, 1.0]]"
0.05,-4.012305408577958,-4.458586980738828,13.196630693496438,-97.72782196540317,-3.0733482043189033,13.476796515513898,10.102936636300537,-4.0037885895697745,4.448910310232213,-13.183227301023935,-97.70862913383543,3.0613134110013407,13.451075730646924,-10.111441075590848,"[[2.220446049250313e-16, -0.0, -1.0, 0.4], [0.0, 1.0, -0.0, 0.25046433164630333], [1.0, 0.0, 2.220446049250313e-16, -0.21179338331494493], [0.0, 0.0, 0.0, 1.0]]","[[3.652791363828456e-08, -8.6726094233654e-07, -0.9999999999996233, 0.3999983611722289], [-4.7263476425667845e-07, 0.9999999999995122, -8.672609596008056e-07, 0.2501958109371017], [0.9999999999998878, 4.726347959357339e-07, 3.652750374394387e-08, -0.2070860311102961], [0.0, 0.0, 0.0, 1.0]]","[[2.220446049250313e-16, -0.0, -1.0, 0.4], [0.0, 1.0, -0.0, -0.25046433164630333], [1.0, 0.0, 2.220446049250313e-16, -0.21179338331494493], [0.0, 0.0, 0.0, 1.0]]","[[-5.1316211502339115e-08, 8.321690208864497e-07, -0.9999999999996524, 0.3999984431125357], [4.787378131897098e-07, 0.999999999999539, 8.321689963193446e-07, -0.2501431560716059], [0.999999999999884, -4.787377704857833e-07, -5.131660985036035e-08, -0.20590520314294652], [0.0, 0.0, 0.0, 1.0]]"
0.058333333333333334,-3.9327968839971312,-4.514602642782572,13.182312055675153,-97.43792141627114,-3.056561093442893,13.099475521421239,10.043899042435886,-3.927002749146845,4.503629516994124,-13.169836715156125,-97.42762149100277,3.0454853013734824,13.085525713815134,-10.053865142208581,"[[2.220446049250313e-16, -0.0, -1.0, 0.4], [0.0, 1.0, -0.0, 0.2506318891522157], [1.0, 0.0, 2.220446049250313e-16, -0.21375381626182413], [0.0, 0.0, 0.0, 1.0]]","[[4.2557837920398356e-08, -8.268715126662777e-07, -0.9999999999996575, 0.3999983439015007], [-4.054790049797848e-07, 0.9999999999995761, -8.268715299225203e-07, 0.2503105672555841], [0.9999999999999171, 4.0547904016951036e-07, 4.255750263304492e-08, -0.20919309573086756], [0.0, 0.0, 0.0, 1.0]]","[[2.220446049250313e-16, -0.0, -1.0, 0.4], [0.0, 1.0, -0.0, -0.2506318891522157], [1.0, 0.0, 2.220446049250313e-16, -0.21375381626182413], [0.0, 0.0, 0.0, 1.0]]","[[1.7572350241579215e-09, 8.213511585969944e-07, -0.9999999999996627, 0.39999835447823884], [4.1511730325508814e-07, 0.9999999999995766, 8.213511593263822e-07, -0.25029825868232775], [0.9999999999999138, -4.1511730469825515e-07, 1.7568940746670592e-09, -0.2089941291374075], [0.0, 0.0, 0.0, 1.0]]"
0.06666666666666667,-3.862872822369126,-4.561139282918808,13.171308620922263,-97.17518452946827,-3.043856941586669,12.760334431015304,9.994659354935617,-3.8583217819477817,4.549611631147119,-13.159267851189176,-97.1690510195936,3.0332225504923707,12.7518504822925,-10.005280299094988,"[[2.220446049250313e-16, -0.0, -1.0, 0.4], [0.0, 1.0, -0.0, 0.25082514708701864], [1.0, 0.0, 2.220446049250313e-16, -0.21571188271310526], [0.0, 0.0, 0.0, 1.0]]","[[3.307289231369026e-08, -8.315996056328065e-07, -0.9999999999996537, 0.3999982389826139], [-3.672056699625821e-07, 0.9999999999995869, -8.315996177773046e-07, 0.2504188517063864], [0.9999999999999322, 3.672056974658595e-07, 3.307258700235849e-08, -0.21078935089320083], [0.0, 0.0, 0.0, 1.0]]","[[2.220446049250313e-16, -0.0, -1.0, 0.4], [0.0, 1.0, -0.0, -0.25082514708701864], [1.0, 0.0, 2.220446049250313e-16, -0.21571188271310526], [0.0, 0.0, 0.0, 1.0]]","[[5.846636086381807e-08, 7.512163884017056e-07, -0.9999999999997163, 0.39999850294170564], [3.5718936799213225e-07, 0.9999999999996543, 7.512164092852215e-07, -0.25034322733157377], [0.9999999999999346, -3.5718941191292054e-07, 5.846609263393532e-08, -0.20975279318202508], [0.0, 0.0, 0.0, 1.0]]"
0.075,-3.779306738534489,-4.617295817614184,13.162168120265493,-96.84756767573943,-3.03286460589118,12.341303179208667,9.935213657268058,-3.7708001648100615,4.607482543324168,-13.149359808024426,-96.82601159871886,3.0214722772424216,12.313238785682731,-9.943995572993401,"[[2.220446049250313e-16, -0.0, -1.0, 0.4], [0.0, 1.0, -0.0, 0.2510440721985556], [1.0, 0.0, 2.220446049250313e-16, -0.21766724576188576], [0.0, 0.0, 0.0, 1.0]]","[[1.2714711450367844e-08, -7.329688383345569e-07, -0.9999999999997313, 0.3999983437529291], [-2.999543163236187e-07, 0.9999999999996863, -7.329688421483565e-07, 0.2505253395779607], [0.9999999999999549, 2.999543256430255e-07, 1.2714491515186666e-08, -0.21219923021223808], [0.0, 0.0, 0.0, 1.0]]","[[2.220446049250313e-16, -0.0, -1.0, 0.4], [0.0, 1.0, -0.0, -0.2510440721985556], [1.0, 0.0, 2.220446049250313e-16, -0.21766724576188576], [0.0, 0.0, 0.0, 1.0]]","[[-5.5221069827915414e-08, 7.426547459015125e-07, -0.9999999999997228, 0.3999983576970943], [3.3405648142862155e-07, 0.9999999999996686, 7.426547274545159e-07, -0.25046133899001216], [0.9999999999999428, -3.340564404183403e-07, -5.5221317851739116e-08, -0.21139134393998157], [0.0, 0.0, 0.0, 1.0]]"
